epoch,lr,train_loss
0.0,0.0005,4.493524051847912
1.0,0.0005,4.370988936651321
2.0,0.0005,4.1797385556357245
3.0,0.0005,3.8908024515424455
4.0,0.0005,3.4007794970557805
5.0,0.0005,2.851951144990467
6.0,0.0005,2.4426291386286416
7.0,0.0005,2.0105685733613514
8.0,0.0005,1.6633580468949818
9.0,0.0005,1.4748479950995672
10.0,0.0005,1.2184141760780698
11.0,0.0005,1.0867008907454354
12.0,0.0005,0.9478105675606501
13.0,0.0005,0.8450324705668858
14.0,0.0005,0.7294145340011233
15.0,0.0005,0.6651848696527027
16.0,0.0005,0.6370797526268732
17.0,0.0005,0.6159200072288513
18.0,0.0005,0.5731061838922047
19.0,0.0005,0.5409194003968012
20.0,0.0005,0.5156729647091457
21.0,0.0005,0.48577305106889634
22.0,0.0005,0.46707282605625333
23.0,0.0005,0.4495921574887775
24.0,0.0005,0.43237015463057016
25.0,0.0005,0.4164059857527415
26.0,0.0005,0.4056715057009742
27.0,0.0005,0.3965043993223281
28.0,0.0005,0.38464883111772086
29.0,0.0005,0.37913534612882704
30.0,0.0005,0.38250247211683364
31.0,0.0005,0.36782612687065486
32.0,0.0005,0.35208255762145635
33.0,0.0005,0.3416567487376077
34.0,0.0005,0.33681819694382803
35.0,0.0005,0.33005298603148686
36.0,0.0005,0.33189880706015085
37.0,0.0005,0.3225944326037452
38.0,0.0005,0.31257504792440505
39.0,0.0005,0.30748404065767926
40.0,0.0005,0.3078305224577586
41.0,0.0005,0.29607517094839186
42.0,0.0005,0.2869327934015365
43.0,0.0005,0.2800164094993046
44.0,0.0005,0.2806493200006939
45.0,0.0005,0.27415732258842107
46.0,0.0005,0.27495322979631875
47.0,0.0005,0.27541597684224445
48.0,0.0005,0.2698119098231906
49.0,0.0005,0.2665979294549851
50.0,0.0005,0.25843059448968797
51.0,0.0005,0.2535746338821593
52.0,0.0005,0.2474359195856821
53.0,0.0005,0.24266008394105093
54.0,0.0005,0.2482385834058126
55.0,0.0005,0.24417646938846224
56.0,0.0005,0.2391291544550941
57.0,0.0005,0.2372282672496069
58.0,0.0005,0.22491091702665603
59.0,0.0005,0.2283465237844558
60.0,0.0005,0.22326618362040745
61.0,0.0005,0.21637651182356335
62.0,0.0005,0.21302622059981027
63.0,0.0005,0.20506511273838224
64.0,0.0005,0.20551216318493798
65.0,0.0005,0.20200014682043166
66.0,0.0005,0.20041815865607487
67.0,0.0005,0.19958090640249707
68.0,0.0005,0.19137227393331982
69.0,0.0005,0.19609129712695167
70.0,0.0005,0.19525495171546936
71.0,0.0005,0.1919173945983251
72.0,0.0005,0.18987897818996793
73.0,0.0005,0.18879341511499315
74.0,0.0005,0.20152970864659264
75.0,0.0005,0.18903214874721708
76.0,0.0005,0.1892647814183008
77.0,0.0005,0.1793530285358429
78.0,0.0005,0.1743302033061073
79.0,0.0005,0.1726266791423162
80.0,0.0005,0.17156830500988735
81.0,0.0005,0.17277608244192033
82.0,0.0005,0.16808847728229703
83.0,0.0005,0.16855237029847644
84.0,0.0005,0.1654691199461619
85.0,0.0005,0.1584208004531406
86.0,0.0005,0.15602302693185352
87.0,0.0005,0.15543192696003688
88.0,0.0005,0.15851764451889766
89.0,0.0005,0.1558330108722051
90.0,0.0005,0.1608473899818602
91.0,0.0005,0.166202398283141
92.0,0.0005,0.16173730932530903
93.0,0.0005,0.15610492655209132
94.0,0.0005,0.15275139751888456
95.0,0.0005,0.1486488821960631
96.0,0.0005,0.15215917783124105
97.0,0.0005,0.17932976001784914
98.0,0.0005,0.18561515424932754
99.0,0.0005,0.16996912090551286
