epoch,lr,train_loss
0.0,0.0005,4.484315690540132
1.0,0.0005,4.405582518804641
2.0,0.0005,4.241792769659133
3.0,0.0005,3.961439768473307
4.0,0.0005,3.5353602227710543
5.0,0.0005,3.150364648728144
6.0,0.0005,2.8964454389753795
7.0,0.0005,2.580840207281567
8.0,0.0005,2.208443528129941
9.0,0.0005,1.967904181707473
10.0,0.0005,1.720491681780134
11.0,0.0005,1.5265497650418962
12.0,0.0005,1.306805119627998
13.0,0.0005,1.1265510121981304
14.0,0.0005,1.0229136092322213
15.0,0.0005,0.9524361491203308
16.0,0.0005,0.9621937558764503
17.0,0.0005,0.8203413514863878
18.0,0.0005,0.7635414940970284
19.0,0.0005,0.7404498315992809
20.0,0.0005,0.6771442265737624
21.0,0.0005,0.6382709429377601
22.0,0.0005,0.6336972883769444
23.0,0.0005,0.5864388602120536
24.0,0.0005,0.529099912870498
25.0,0.0005,0.4981949684165773
26.0,0.0005,0.4803787711120787
27.0,0.0005,0.45419237869126455
28.0,0.0005,0.4349947486604963
29.0,0.0005,0.4295298953851064
30.0,0.0005,0.4325911033721197
31.0,0.0005,0.4082138850575402
32.0,0.0005,0.40593412092753817
33.0,0.0005,0.39044970983550664
34.0,0.0005,0.3911994795004527
35.0,0.0005,0.39496044034049627
36.0,0.0005,0.38585932765688213
37.0,0.0005,0.3688943556376866
38.0,0.0005,0.38094939504350933
39.0,0.0005,0.3600952114377703
40.0,0.0005,0.3457096914450328
41.0,0.0005,0.335371474424998
42.0,0.0005,0.3295708965687525
43.0,0.0005,0.3124518422853379
44.0,0.0005,0.3148936757019588
45.0,0.0005,0.30645756068683805
46.0,0.0005,0.3044092683565049
47.0,0.0005,0.30244875238055274
48.0,0.0005,0.28402847619283766
49.0,0.0005,0.27958100608416964
50.0,0.0005,0.2766511532522383
51.0,0.0005,0.277499279096013
52.0,0.0005,0.2691014047179903
53.0,0.0005,0.26588424756413415
54.0,0.0005,0.25951671316510155
55.0,0.0005,0.2613167514403661
56.0,0.0005,0.25739986910706475
57.0,0.0005,0.24922738614536466
58.0,0.0005,0.24217114774953752
59.0,0.0005,0.23677890641348703
60.0,0.0005,0.23879236621516092
61.0,0.0005,0.24169311920801798
62.0,0.0005,0.24169940324056716
63.0,0.0005,0.23255883299169086
64.0,0.0005,0.23960221026624953
65.0,0.0005,0.26660141561712536
66.0,0.0005,0.2630582849184672
67.0,0.0005,0.2597635579960687
68.0,0.0005,0.2507906215531485
69.0,0.0005,0.23387886796678817
70.0,0.0005,0.21587619611195155
71.0,0.0005,0.21150359085627965
72.0,0.0005,0.20204317995480128
73.0,0.0005,0.1952293160415831
74.0,0.0005,0.1914904365936915
75.0,0.0005,0.19045557862236387
76.0,0.0005,0.19726636367184774
77.0,0.0005,0.19794045104866936
78.0,0.0005,0.1955125935020901
79.0,0.0005,0.1854099744842166
80.0,0.0005,0.1861405840941838
81.0,0.0005,0.18522445076987856
82.0,0.0005,0.18533295960653395
83.0,0.0005,0.18195808572428568
84.0,0.0005,0.17614964644114176
85.0,0.0005,0.18046851952870688
86.0,0.0005,0.1850035928544544
87.0,0.0005,0.18525310499327524
88.0,0.0005,0.17385580142339072
89.0,0.0005,0.17379160934970492
90.0,0.0005,0.16971938595885322
91.0,0.0005,0.17299510964325496
92.0,0.0005,0.1629391610622406
93.0,0.0005,0.1599889589207513
94.0,0.0005,0.1600606164761952
95.0,0.0005,0.1537631345646722
96.0,0.0005,0.15104128562268757
97.0,0.0005,0.1542586428778512
98.0,0.0005,0.15383252643403553
99.0,0.0005,0.14962994413716452
