epoch,lr,train_loss
0.0,0.0005,4.485705239432199
1.0,0.0005,4.403151648385184
2.0,0.0005,4.263824860254924
3.0,0.0005,3.9866613433474587
4.0,0.0005,3.626678841454642
5.0,0.0005,3.314116262254261
6.0,0.0005,3.1179044360206243
7.0,0.0005,2.714702941122509
8.0,0.0005,2.3313073884873163
9.0,0.0005,2.0774171352386475
10.0,0.0005,2.060023063705081
11.0,0.0005,1.8208303167706443
12.0,0.0005,1.4831496250061762
13.0,0.0005,1.3595128116153536
14.0,0.0005,1.2256405041331337
15.0,0.0005,1.1984694174357824
16.0,0.0005,1.2375084445590065
17.0,0.0005,1.070830918493725
18.0,0.0005,1.0322548065866743
19.0,0.0005,0.8529373180298578
20.0,0.0005,0.7408631585893177
21.0,0.0005,0.6770237258502415
22.0,0.0005,0.6348251161121187
23.0,0.0005,0.587952481848853
24.0,0.0005,0.5564053271497998
25.0,0.0005,0.5458046595255533
26.0,0.0005,0.5355637527647472
27.0,0.0005,0.5403299913519904
28.0,0.0005,0.527943321636745
29.0,0.0005,0.5000571750459217
30.0,0.0005,0.5075681706269582
31.0,0.0005,0.46495372908455984
32.0,0.0005,0.4288374213945298
33.0,0.0005,0.4183727658930279
34.0,0.0005,0.4093502774125054
35.0,0.0005,0.4017507405508132
36.0,0.0005,0.39283901878765654
37.0,0.0005,0.38316466694786433
38.0,0.0005,0.3972066527321225
39.0,0.0005,0.3718005589076451
40.0,0.0005,0.36447805166244507
41.0,0.0005,0.37323712025369915
42.0,0.0005,0.34263960946173894
43.0,0.0005,0.33056431441080003
44.0,0.0005,0.3257613153684707
45.0,0.0005,0.31202728975386845
46.0,0.0005,0.30338914195696515
47.0,0.0005,0.3080772118909018
48.0,0.0005,0.2938653684797741
49.0,0.0005,0.28976247637044816
50.0,0.0005,0.28033906576179324
51.0,0.0005,0.27655754628635587
52.0,0.0005,0.2728168098699479
53.0,0.0005,0.2802119382790157
54.0,0.0005,0.2759639074405034
55.0,0.0005,0.27568082937172483
56.0,0.0005,0.26941712697347003
57.0,0.0005,0.27172712484995526
58.0,0.0005,0.26041369494937716
59.0,0.0005,0.25966731636297136
60.0,0.0005,0.2518670750515802
61.0,0.0005,0.24402892944358645
62.0,0.0005,0.24561721157459987
63.0,0.0005,0.2477705329656601
64.0,0.0005,0.2366143457946323
65.0,0.0005,0.23762082982630955
66.0,0.0005,0.23253838646979558
67.0,0.0005,0.23340459593704768
68.0,0.0005,0.24220633719648635
69.0,0.0005,0.2443548838297526
70.0,0.0005,0.2522847531806855
71.0,0.0005,0.2394751828341257
72.0,0.0005,0.2239511495544797
73.0,0.0005,0.21433058026291074
74.0,0.0005,0.2062855369987942
75.0,0.0005,0.2001471845876603
76.0,0.0005,0.19934170444806418
77.0,0.0005,0.2004018539474124
78.0,0.0005,0.19712020527748836
79.0,0.0005,0.18729195211614882
80.0,0.0005,0.1849249949057897
81.0,0.0005,0.18511401755469187
82.0,0.0005,0.18656755274250394
83.0,0.0005,0.1828513585385822
84.0,0.0005,0.1803434193134308
85.0,0.0005,0.17931064608551206
86.0,0.0005,0.18129309018452963
87.0,0.0005,0.17975782141799018
88.0,0.0005,0.17873077236470722
89.0,0.0005,0.17250083599771773
90.0,0.0005,0.17393035406158083
91.0,0.0005,0.17565591420446122
92.0,0.0005,0.17749294070970445
93.0,0.0005,0.18002486938521975
94.0,0.0005,0.17979320670877183
95.0,0.0005,0.1731332852726891
96.0,0.0005,0.1734096741392499
97.0,0.0005,0.1677839947598321
98.0,0.0005,0.16991764094148362
99.0,0.0005,0.16396852405298323
