epoch,lr,train_loss
0.0,0.0005,4.480975696018764
1.0,0.0005,4.40121282849993
2.0,0.0005,4.251824696858724
3.0,0.0005,3.9810572351728166
4.0,0.0005,3.554044927869524
5.0,0.0005,3.1377620640255155
6.0,0.0005,2.9161900736036754
7.0,0.0005,2.613437885329837
8.0,0.0005,2.2414265871047974
9.0,0.0005,1.9980060770398094
10.0,0.0005,1.7966848895663308
11.0,0.0005,1.6811586164292835
12.0,0.0005,1.4493777922221593
13.0,0.0005,1.237995099453699
14.0,0.0005,1.0748247305552165
15.0,0.0005,1.0030777369226729
16.0,0.0005,1.020771202586946
17.0,0.0005,0.8968443785394941
18.0,0.0005,0.8269830374490648
19.0,0.0005,0.7700386302811759
20.0,0.0005,0.7031819877170381
21.0,0.0005,0.6592880799656823
22.0,0.0005,0.6558606908434913
23.0,0.0005,0.6586393089521498
24.0,0.0005,0.6321147878964742
25.0,0.0005,0.5684578390348525
26.0,0.0005,0.5494077815895989
27.0,0.0005,0.5019244154294332
28.0,0.0005,0.4791557178610847
29.0,0.0005,0.46149601822807673
30.0,0.0005,0.4344402878057389
31.0,0.0005,0.421587416103908
32.0,0.0005,0.4101329261348361
33.0,0.0005,0.3988584052948725
34.0,0.0005,0.387555908589136
35.0,0.0005,0.37927046560105826
36.0,0.0005,0.3666718502839406
37.0,0.0005,0.3532004725365412
38.0,0.0005,0.34962581736700876
39.0,0.0005,0.3399257021290915
40.0,0.0005,0.3376833356562115
41.0,0.0005,0.32796969584056307
42.0,0.0005,0.3238702572527386
43.0,0.0005,0.32690911065964473
44.0,0.0005,0.3262141630763099
45.0,0.0005,0.3228421168667929
46.0,0.0005,0.31139410109747023
47.0,0.0005,0.32113236614636015
48.0,0.0005,0.32040823641277494
49.0,0.0005,0.33719442571912495
50.0,0.0005,0.30122155802590506
51.0,0.0005,0.2849936527865274
52.0,0.0005,0.27576269635132383
53.0,0.0005,0.2709597327879497
54.0,0.0005,0.27358850623880115
55.0,0.0005,0.2751307650690987
56.0,0.0005,0.27274733781814575
57.0,0.0005,0.27044771966480075
58.0,0.0005,0.2633326663857415
59.0,0.0005,0.26229281368709745
60.0,0.0005,0.2565773619072778
61.0,0.0005,0.2517084741876239
62.0,0.0005,0.2461855886947541
63.0,0.0005,0.23525415786675044
64.0,0.0005,0.22825200784774052
65.0,0.0005,0.23548810680707297
66.0,0.0005,0.2295018420332954
67.0,0.0005,0.23134488860766092
68.0,0.0005,0.23110848239489964
69.0,0.0005,0.21874011130560012
70.0,0.0005,0.21707258408977873
71.0,0.0005,0.20662360744816916
72.0,0.0005,0.1996223841394697
73.0,0.0005,0.19982651656582243
74.0,0.0005,0.2005370230901809
75.0,0.0005,0.1958862692117691
76.0,0.0005,0.19136283085459754
77.0,0.0005,0.18965572402590797
78.0,0.0005,0.18958171137741633
79.0,0.0005,0.18788116318838938
80.0,0.0005,0.18485391920521146
81.0,0.0005,0.18654851402555192
82.0,0.0005,0.19282954505511693
83.0,0.0005,0.18944349104449862
84.0,0.0005,0.1803538082610993
85.0,0.0005,0.17987115326381864
86.0,0.0005,0.18179575886045182
87.0,0.0005,0.1897438828434263
88.0,0.0005,0.18477885212217057
89.0,0.0005,0.17917653705392564
90.0,0.0005,0.17618365018140703
91.0,0.0005,0.17018790543079376
92.0,0.0005,0.1715518349692935
93.0,0.0005,0.16870170476890745
94.0,0.0005,0.1691258783851351
95.0,0.0005,0.1621762840520768
96.0,0.0005,0.15490582230545225
97.0,0.0005,0.15668174553485142
98.0,0.0005,0.15338094319616044
99.0,0.0005,0.152740811308225
